o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,385,130000,140000,900
taz_21,taz_34,132,130000,140000,900
taz_24,taz_36,295,130000,140000,900
taz_30,taz_34,605,130000,140000,900
taz_22,taz_34,45,130000,140000,900
taz_22,taz_33,380,130000,140000,900
taz_14,taz_33,399,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,925,130000,140000,900
taz_6,taz_33,52,130000,140000,900
taz_17,taz_37,241,130000,140000,900
taz_17,taz_36,143,130000,140000,900
taz_23,taz_33,336,130000,140000,900
taz_23,taz_36,339,130000,140000,900
taz_31,taz_36,77,130000,140000,900
taz_31,taz_35,709,130000,140000,900
taz_8,taz_35,234,130000,140000,900
taz_7,taz_35,224,130000,140000,900
taz_7,taz_32,275,130000,140000,900
taz_15,taz_32,643,130000,140000,900
taz_9,taz_32,140,130000,140000,900
taz_0,taz_32,109,130000,140000,900
