o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,397,130000,140000,900
taz_29,taz_33,10,130000,140000,900
taz_21,taz_33,139,130000,140000,900
taz_24,taz_36,312,130000,140000,900
taz_30,taz_33,324,130000,140000,900
taz_30,taz_32,313,130000,140000,900
taz_22,taz_32,448,130000,140000,900
taz_14,taz_32,420,130000,140000,900
taz_16,taz_36,329,130000,140000,900
taz_25,taz_37,541,130000,140000,900
taz_6,taz_36,54,130000,140000,900
taz_17,taz_37,224,130000,140000,900
taz_23,taz_36,790,130000,140000,900
taz_31,taz_36,244,130000,140000,900
taz_31,taz_35,401,130000,140000,900
taz_31,taz_37,275,130000,140000,900
taz_8,taz_37,246,130000,140000,900
taz_7,taz_37,584,130000,140000,900
taz_15,taz_37,130,130000,140000,900
taz_15,taz_32,623,130000,140000,900
taz_9,taz_32,82,130000,140000,900
taz_0,taz_32,114,130000,140000,900
