o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,718,130000,140000,900
taz_21,taz_34,245,130000,140000,900
taz_24,taz_36,305,130000,140000,900
taz_30,taz_34,204,130000,140000,900
taz_30,taz_33,422,130000,140000,900
taz_22,taz_33,440,130000,140000,900
taz_14,taz_33,305,130000,140000,900
taz_14,taz_32,108,130000,140000,900
taz_16,taz_36,323,130000,140000,900
taz_25,taz_37,531,130000,140000,900
taz_6,taz_36,53,130000,140000,900
taz_17,taz_37,220,130000,140000,900
taz_23,taz_36,485,130000,140000,900
taz_23,taz_32,213,130000,140000,900
taz_31,taz_35,813,130000,140000,900
taz_8,taz_37,242,130000,140000,900
taz_7,taz_37,173,130000,140000,900
taz_7,taz_35,343,130000,140000,900
taz_15,taz_35,11,130000,140000,900
taz_15,taz_32,654,130000,140000,900
taz_9,taz_32,80,130000,140000,900
taz_0,taz_32,112,130000,140000,900
