o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,397,130000,140000,900
taz_29,taz_33,361,130000,140000,900
taz_21,taz_33,112,130000,140000,900
taz_21,taz_32,8,130000,140000,900
taz_24,taz_36,582,130000,140000,900
taz_30,taz_32,1188,130000,140000,900
taz_22,taz_32,389,130000,140000,900
taz_14,taz_32,365,130000,140000,900
taz_16,taz_36,285,130000,140000,900
taz_25,taz_37,1009,130000,140000,900
taz_6,taz_36,35,130000,140000,900
taz_17,taz_37,195,130000,140000,900
taz_23,taz_36,342,130000,140000,900
taz_31,taz_36,485,130000,140000,900
taz_31,taz_35,373,130000,140000,900
taz_8,taz_37,214,130000,140000,900
taz_7,taz_37,189,130000,140000,900
taz_15,taz_35,28,130000,140000,900
taz_15,taz_37,298,130000,140000,900
taz_9,taz_37,71,130000,140000,900
taz_0,taz_37,24,130000,140000,900
taz_0,taz_32,50,130000,140000,900
