o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,383,130000,140000,900
taz_21,taz_34,175,130000,140000,900
taz_24,taz_36,294,130000,140000,900
taz_30,taz_34,192,130000,140000,900
taz_30,taz_33,410,130000,140000,900
taz_22,taz_33,340,130000,140000,900
taz_22,taz_32,224,130000,140000,900
taz_14,taz_32,526,130000,140000,900
taz_14,taz_36,3,130000,140000,900
taz_16,taz_36,415,130000,140000,900
taz_25,taz_37,511,130000,140000,900
taz_6,taz_36,169,130000,140000,900
taz_17,taz_37,283,130000,140000,900
taz_23,taz_36,498,130000,140000,900
taz_31,taz_36,435,130000,140000,900
taz_8,taz_36,186,130000,140000,900
taz_8,taz_37,125,130000,140000,900
taz_7,taz_37,900,130000,140000,900
taz_15,taz_35,474,130000,140000,900
taz_9,taz_37,103,130000,140000,900
taz_0,taz_37,78,130000,140000,900
taz_0,taz_35,276,130000,140000,900
