o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,393,130000,140000,900
taz_21,taz_34,179,130000,140000,900
taz_24,taz_36,301,130000,140000,900
taz_30,taz_34,178,130000,140000,900
taz_30,taz_33,439,130000,140000,900
taz_22,taz_33,578,130000,140000,900
taz_14,taz_33,543,130000,140000,900
taz_16,taz_36,425,130000,140000,900
taz_25,taz_37,525,130000,140000,900
taz_6,taz_33,152,130000,140000,900
taz_17,taz_37,225,130000,140000,900
taz_17,taz_36,65,130000,140000,900
taz_23,taz_33,288,130000,140000,900
taz_23,taz_36,223,130000,140000,900
taz_31,taz_36,446,130000,140000,900
taz_8,taz_36,319,130000,140000,900
taz_7,taz_36,221,130000,140000,900
taz_7,taz_35,589,130000,140000,900
taz_15,taz_35,161,130000,140000,900
taz_15,taz_32,325,130000,140000,900
taz_9,taz_32,106,130000,140000,900
taz_0,taz_32,319,130000,140000,900
