o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,397,130000,140000,900
taz_29,taz_33,340,130000,140000,900
taz_21,taz_33,126,130000,140000,900
taz_24,taz_36,566,130000,140000,900
taz_30,taz_33,7,130000,140000,900
taz_30,taz_32,1149,130000,140000,900
taz_22,taz_32,406,130000,140000,900
taz_14,taz_32,381,130000,140000,900
taz_16,taz_36,298,130000,140000,900
taz_25,taz_37,982,130000,140000,900
taz_6,taz_36,37,130000,140000,900
taz_17,taz_37,204,130000,140000,900
taz_23,taz_36,358,130000,140000,900
taz_31,taz_36,470,130000,140000,900
taz_31,taz_35,364,130000,140000,900
taz_8,taz_37,224,130000,140000,900
taz_7,taz_37,198,130000,140000,900
taz_15,taz_35,37,130000,140000,900
taz_15,taz_37,304,130000,140000,900
taz_9,taz_37,74,130000,140000,900
taz_0,taz_37,14,130000,140000,900
taz_0,taz_32,64,130000,140000,900
