o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,393,130000,140000,900
taz_21,taz_34,179,130000,140000,900
taz_24,taz_36,301,130000,140000,900
taz_30,taz_34,617,130000,140000,900
taz_22,taz_34,578,130000,140000,900
taz_14,taz_34,233,130000,140000,900
taz_14,taz_33,310,130000,140000,900
taz_16,taz_36,258,130000,140000,900
taz_16,taz_37,167,130000,140000,900
taz_25,taz_37,525,130000,140000,900
taz_6,taz_33,152,130000,140000,900
taz_17,taz_37,290,130000,140000,900
taz_23,taz_33,75,130000,140000,900
taz_23,taz_32,436,130000,140000,900
taz_31,taz_35,446,130000,140000,900
taz_8,taz_37,319,130000,140000,900
taz_7,taz_37,699,130000,140000,900
taz_7,taz_35,111,130000,140000,900
taz_15,taz_35,192,130000,140000,900
taz_15,taz_32,294,130000,140000,900
taz_9,taz_32,106,130000,140000,900
taz_0,taz_32,319,130000,140000,900
