o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,388,130000,140000,900
taz_21,taz_34,177,130000,140000,900
taz_24,taz_36,298,130000,140000,900
taz_30,taz_34,185,130000,140000,900
taz_30,taz_33,425,130000,140000,900
taz_22,taz_33,325,130000,140000,900
taz_22,taz_32,246,130000,140000,900
taz_14,taz_32,504,130000,140000,900
taz_14,taz_36,32,130000,140000,900
taz_16,taz_36,419,130000,140000,900
taz_25,taz_37,518,130000,140000,900
taz_6,taz_36,161,130000,140000,900
taz_17,taz_37,286,130000,140000,900
taz_23,taz_36,504,130000,140000,900
taz_31,taz_36,439,130000,140000,900
taz_8,taz_36,147,130000,140000,900
taz_8,taz_37,168,130000,140000,900
taz_7,taz_37,856,130000,140000,900
taz_15,taz_35,480,130000,140000,900
taz_9,taz_37,105,130000,140000,900
taz_0,taz_37,67,130000,140000,900
taz_0,taz_35,270,130000,140000,900
