o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,750,130000,140000,900
taz_29,taz_33,44,130000,140000,900
taz_21,taz_33,110,130000,140000,900
taz_24,taz_36,610,130000,140000,900
taz_30,taz_33,596,130000,140000,900
taz_30,taz_32,649,130000,140000,900
taz_22,taz_32,357,130000,140000,900
taz_14,taz_32,335,130000,140000,900
taz_16,taz_36,263,130000,140000,900
taz_25,taz_37,750,130000,140000,900
taz_25,taz_36,307,130000,140000,900
taz_6,taz_36,32,130000,140000,900
taz_17,taz_36,179,130000,140000,900
taz_23,taz_36,315,130000,140000,900
taz_31,taz_36,294,130000,140000,900
taz_31,taz_35,605,130000,140000,900
taz_8,taz_35,145,130000,140000,900
taz_8,taz_32,51,130000,140000,900
taz_7,taz_32,174,130000,140000,900
taz_15,taz_32,301,130000,140000,900
taz_9,taz_32,65,130000,140000,900
taz_0,taz_32,68,130000,140000,900
