o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,384,130000,140000,900
taz_21,taz_34,131,130000,140000,900
taz_24,taz_36,294,130000,140000,900
taz_30,taz_34,652,130000,140000,900
taz_30,taz_33,432,130000,140000,900
taz_22,taz_33,735,130000,140000,900
taz_22,taz_32,27,130000,140000,900
taz_14,taz_32,715,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,921,130000,140000,900
taz_6,taz_36,93,130000,140000,900
taz_17,taz_37,245,130000,140000,900
taz_17,taz_36,138,130000,140000,900
taz_23,taz_36,329,130000,140000,900
taz_23,taz_32,45,130000,140000,900
taz_31,taz_35,435,130000,140000,900
taz_8,taz_35,233,130000,140000,900
taz_7,taz_35,275,130000,140000,900
taz_15,taz_35,224,130000,140000,900
taz_15,taz_32,132,130000,140000,900
taz_9,taz_32,140,130000,140000,900
taz_0,taz_32,108,130000,140000,900
