o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,388,130000,140000,900
taz_21,taz_34,177,130000,140000,900
taz_24,taz_36,298,130000,140000,900
taz_30,taz_34,610,130000,140000,900
taz_22,taz_34,571,130000,140000,900
taz_14,taz_34,254,130000,140000,900
taz_14,taz_33,282,130000,140000,900
taz_16,taz_36,261,130000,140000,900
taz_16,taz_37,158,130000,140000,900
taz_25,taz_37,518,130000,140000,900
taz_6,taz_33,161,130000,140000,900
taz_17,taz_37,286,130000,140000,900
taz_23,taz_33,94,130000,140000,900
taz_23,taz_32,410,130000,140000,900
taz_31,taz_35,439,130000,140000,900
taz_8,taz_37,315,130000,140000,900
taz_7,taz_37,723,130000,140000,900
taz_7,taz_35,133,130000,140000,900
taz_15,taz_35,177,130000,140000,900
taz_15,taz_32,303,130000,140000,900
taz_9,taz_32,105,130000,140000,900
taz_0,taz_32,337,130000,140000,900
