o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,384,130000,140000,900
taz_21,taz_34,131,130000,140000,900
taz_24,taz_36,294,130000,140000,900
taz_30,taz_34,485,130000,140000,900
taz_30,taz_33,599,130000,140000,900
taz_22,taz_33,401,130000,140000,900
taz_22,taz_32,361,130000,140000,900
taz_14,taz_32,639,130000,140000,900
taz_14,taz_36,76,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,921,130000,140000,900
taz_6,taz_36,93,130000,140000,900
taz_17,taz_37,383,130000,140000,900
taz_23,taz_36,225,130000,140000,900
taz_23,taz_35,149,130000,140000,900
taz_31,taz_35,435,130000,140000,900
taz_8,taz_37,233,130000,140000,900
taz_7,taz_37,275,130000,140000,900
taz_15,taz_35,356,130000,140000,900
taz_9,taz_37,140,130000,140000,900
taz_0,taz_37,48,130000,140000,900
taz_0,taz_35,60,130000,140000,900
