dtct_nmbr,stat_dt,syst_kind_dvsn,tfvl,avrg_sped,avrg_ocpy_rate,avrg_hdwy,avrg_lngt
00440001,20220614040000,1,56,56,1.87,,1.85
00440001,20220614130000,1,301,46,8.195,,8.25
00440001,20220614060000,1,90,52,2.49,,2.5
00440001,20220614100000,1,715,44.5,10.915,,10.95
00440001,20220614190000,1,829,47,9.38,,9.4
00440001,20220615060000,1,83,37.5,13.265,,13.3
00440001,20220615030000,1,72,45.5,4.68,,4.7
00440001,20220615090000,1,735,33.5,19.04,,19.05
00440001,20220615170000,1,887,47.5,9.555,,9.6
00440001,20220615000000,1,313,43.5,8.95,,9
00440001,20220615010000,1,208,43,6.505,,6.5
00440001,20220615200000,1,815,49.5,8.725,,8.75
00440001,20220615020000,1,103,42.5,6.195,,6.2
00440001,20220615225900,1,470,49,5.21,,5.25
00440001,20220615050000,1,39,45.5,3.3,,3.3
00440001,20220615120000,1,80,49.5,9.02,,9.05
00440001,20220615070000,1,299,53.5,3.855,,3.85
00440001,20220615100000,1,600,43.5,11.245,,11.25
00440001,20220615130000,1,366,48,7.96,,7.95
00440001,20220615080000,1,512,52,6.465,,6.45
00440001,20220615110000,1,363,48,6.52,,6.5
00440001,20220615150000,1,727,46,10.105,,10.15
00440001,20220615160000,1,735,47,8.665,,8.7
00440001,20220615180000,1,889,48.5,9.22,,9.25
00440001,20220615140000,1,907,47.5,9.995,,10
00440001,20220615190000,1,749,47,9.155,,9.2
00440001,20220615210000,1,697,49,7.43,,7.4
00440001,20220615215900,1,606,49,6.245,,6.25
00440001,20220615040000,1,44,46,3.055,,3.1
00440001,20220618230000,1,326,51,4.075,,4.1
00440001,20220618030000,1,100,54,2.075,,2.05
00440001,20220618130000,1,822,36.5,15.885,,15.9
00440001,20220618000000,1,337,54,4.19,,4.2
00440001,20220618070000,1,218,51,3.48,,3.5
00440001,20220618040000,1,60,53.5,1.86,,1.85
00440001,20220618110000,1,424,47.5,7.905,,7.9
00440001,20220618200000,1,713,48.5,8.25,,8.25
00440001,20220618210000,1,573,49,6.865,,6.9
00440001,20220618090000,1,467,50,5.18,,5.2
00440001,20220618060000,1,97,53.5,2.245,,2.25
00440001,20220618080000,1,325,50.5,4.415,,4.4
00440001,20220618100000,1,653,46.5,8.565,,8.55
00440001,20220618140000,1,843,45.5,9.18,,9.2
00440001,20220618050000,1,65,54,1.77,,1.75
00440001,20220618160000,1,824,46,9.655,,9.65
00440001,20220618170000,1,645,47.5,8.775,,8.8
00440001,20220618180000,1,777,53,8.92,,8.95
00440001,20220618010000,1,209,53.5,2.59,,2.6
00440001,20220618190000,1,727,48.5,8.145,,8.15
00440001,20220618020000,1,150,54,2.15,,2.15
00440001,20220618120000,1,824,48,9.305,,9.35
00440001,20220618150000,1,891,47.5,9.15,,9.2
00440001,20220618220000,1,543,50,5.405,,5.4
00440001,20220619060000,1,54,54.5,2.12,,2.15
00440001,20220619080000,1,201,52.5,3.515,,3.5
00440001,20220619210000,1,582,49,6.505,,6.5
00440001,20220619090000,1,269,53,3.99,,4
00440001,20220619220000,1,406,50,5.595,,5.6
00440001,20220619140000,1,793,48.5,8.65,,8.65
00440001,20220619230000,1,362,53,4.325,,4.35
00440001,20220619150000,1,803,48,8.58,,8.6
00440001,20220619170000,1,759,49.5,7.535,,7.55
00440001,20220619180000,1,762,49.5,7.415,,7.4
00440001,20220619190000,1,532,49.5,6.31,,6.35
00440001,20220619070000,1,137,52.5,2.705,,2.7
00440001,20220619010000,1,99,53.5,2.145,,2.15
00440001,20220619040000,1,211,51.5,4.165,,4.2
00440001,20220619110000,1,321,51.5,5.195,,5.2
00440001,20220619020000,1,291,53.5,4.155,,4.15
00440001,20220619120000,1,376,50.5,5.295,,5.3
00440001,20220619030000,1,235,51.5,3.42,,3.4
00440001,20220619100000,1,572,49.5,6.025,,6.05
00440001,20220619160000,1,673,47,7.365,,7.4
00440001,20220619200000,1,678,48,8.24,,8.25
00440001,20220619130000,1,784,49,8.27,,8.3
00440001,20220619000000,1,259,52,3.495,,3.5
00440001,20220619050000,1,39,53,1.64,,1.7
00440001,20220620000000,1,242,54,3.47,,3.5
00440001,20220620010000,1,150,53.5,2.42,,2.45
00440001,20220620020000,1,73,54.5,2.16,,2.2
00440001,20220620040000,1,33,52,1.635,,1.65
00440001,20220620090000,1,889,33.5,21.63,,21.65
00440001,20220620100000,1,638,47.5,10.205,,10.25
00440001,20220620070000,1,331,54.5,4.47,,4.5
00440001,20220620160000,1,705,48,8.325,,8.35
00440001,20220620030000,1,52,49,2.145,,2.15
00440001,20220620110000,1,375,50.5,6.97,,6.95
00440001,20220620120000,1,620,49,7.765,,7.75
00440001,20220620140000,1,766,48,8.415,,8.4
00440001,20220620150000,1,801,48,8.625,,8.65
00440001,20220620180000,1,977,46.5,10.76,,10.75
00440001,20220620050000,1,48,55,1.77,,1.8
00440001,20220620060000,1,125,51.5,2.51,,2.55
00440001,20220620080000,1,610,52.5,6.65,,6.7
00440001,20220620170000,1,908,46.5,10.53,,10.5
00440001,20220620130000,1,784,48,8.675,,8.7
00440001,20220620220000,1,544,50.5,5.54,,5.55
00440001,20220620200000,1,726,48.5,8.2,,8.25
00440001,20220620230000,1,428,50.5,5.53,,5.55
00440001,20220620190000,1,947,49,9.415,,9.4
00440001,20220620210000,1,601,48.5,6.54,,6.55
00440001,20220621190000,1,932,46.5,10.425,,10.45
00440001,20220621110000,1,455,49.5,7.585,,7.6
00440001,20220621130000,1,792,47,8.64,,8.65
00440001,20220621040000,1,47,52,2.03,,2.05
00440001,20220621100000,1,815,47,9.895,,9.95
00440001,20220621070000,1,272,52.5,4.295,,4.3
00440001,20220621210000,1,601,49,6.82,,6.85
00440001,20220621200000,1,830,48.5,8.645,,8.7
00440001,20220621220000,1,537,50.5,6.045,,6.1
00440001,20220621230000,1,494,49.5,5.125,,5.15
00440001,20220621080000,1,507,53,5.72,,5.75
00440001,20220621180000,1,864,45,11.73,,11.75
00440001,20220621140000,1,864,47,9.095,,9.1
00440001,20220621120000,1,638,48.5,7.71,,7.7
00440001,20220621150000,1,820,48.5,8.485,,8.5
00440001,20220621090000,1,834,37.5,16.845,,16.85
00440001,20220621160000,1,834,47.5,9.05,,9.05
00440001,20220621060000,1,83,49.5,2.68,,2.7
00440001,20220621050000,1,39,50,2,,2
00440001,20220621000000,1,316,52,3.575,,3.6
00440001,20220621010000,1,174,54,2.5,,2.5
00440001,20220621030000,1,80,54,1.835,,1.85
00440001,20220621020000,1,94,53.5,1.925,,1.95
00440001,20220621170000,1,823,47.5,9.475,,9.5
00440001,20220624070000,1,272,53.5,3.73,,3.75
00440001,20220624130000,1,845,47.5,8.51,,8.55
00440001,20220624140000,1,858,46,9.855,,9.9
00440001,20220624160000,1,732,48,8.94,,8.95
00440001,20220624170000,1,905,48,11.93,,11.95
00440001,20220624150000,1,838,44.5,10.63,,10.65
00440001,20220624050000,1,46,36.5,8.36,,8.35
00440001,20220624010000,1,175,46,4.99,,5
00440001,20220624020000,1,96,40.5,7.415,,7.45
00440001,20220624030000,1,85,43,4.6,,4.6
00440001,20220624040000,1,37,44.5,4.94,,4.95
00440001,20220624060000,1,69,47.5,3.935,,3.95
00440001,20220624000000,1,329,45.5,9.49,,9.55
00440001,20220624200000,1,915,45.5,10.485,,10.5
00440001,20220624080000,1,516,54,5.375,,5.4
00440001,20220624085900,1,802,39,17.18,,17.2
00440001,20220624095900,1,756,47,10.375,,10.4
00440001,20220624190000,1,767,31,19.54,,19.55
00440001,20220624210000,1,650,48,8.29,,8.35
00440001,20220624220000,1,570,49,6.36,,6.35
00440001,20220624105900,1,438,49,8.33,,8.35
00440001,20220624120000,1,627,46.5,9.125,,9.1
00440001,20220624180000,1,843,43.5,15.545,,15.6
00440001,20220624230000,1,520,50,5.15,,5.15
00440001,20220625010000,1,187,52.5,2.675,,2.7
00440001,20220625000000,1,368,51,4.715,,4.75
00440001,20220625190000,1,718,48,8.02,,8
00440001,20220625020000,1,156,53,2.52,,2.5
00440001,20220625160000,1,785,47.5,8.305,,8.3
00440001,20220625050000,1,31,56.5,1.725,,1.75
00440001,20220625110000,1,530,48.5,9.41,,9.45
00440001,20220625060000,1,27,52.5,2.035,,2.05
00440001,20220625200000,1,657,49.5,6.85,,6.9
00440001,20220625120000,1,876,48,9.34,,9.4
00440001,20220625150000,1,786,46.5,9.335,,9.35
00440001,20220625140000,1,900,46.5,9.65,,9.7
00440001,20220625220000,1,423,50.5,4.975,,5
00440001,20220625130000,1,873,46.5,9.91,,9.95
00440001,20220625170000,1,836,49,8.82,,8.8
00440001,20220625030000,1,99,54.5,2.14,,2.15
00440001,20220625230000,1,392,50.5,4.68,,4.7
00440001,20220625040000,1,64,57.5,1.86,,1.85
00440001,20220625090000,1,405,50.5,5.51,,5.5
00440001,20220625070000,1,161,52,3.77,,3.75
00440001,20220625100000,1,673,50,7.68,,7.7
00440001,20220625180000,1,761,56,8.99,,9.05
00440001,20220625080000,1,285,53.5,4.155,,4.2
00440001,20220625210000,1,566,49,6.535,,6.5
00440001,20220626150000,1,632,48,7.13,,7.2
00440001,20220626020000,1,126,52,2.22,,2.2
00440001,20220626040000,1,54,55.5,1.645,,1.65
00440001,20220626110000,1,405,49.5,6.07,,6.1
00440001,20220626180000,1,601,64.5,9.235,,9.25
00440001,20220626170000,1,593,50,7.905,,7.9
00440001,20220626010000,1,199,54,2.65,,2.7
00440001,20220626100000,1,390,49.5,5.63,,5.65
00440001,20220626130000,1,636,48,7.375,,7.4
00440001,20220626160000,1,758,48,7.995,,8
00440001,20220626070000,1,124,50.5,2.78,,2.8
00440001,20220626030000,1,80,52.5,2.04,,2.1
00440001,20220626090000,1,267,50,4.425,,4.45
00440001,20220626060000,1,53,53,1.9,,1.95
00440001,20220626120000,1,611,50,7.05,,7.1
00440001,20220626200000,1,655,49,7.145,,7.2
00440001,20220626080000,1,175,50.5,3.47,,3.45
00440001,20220626050000,1,48,55,1.87,,1.9
00440001,20220626190000,1,721,50.5,7.005,,7
00440001,20220626000000,1,330,52.5,3.795,,3.85
00440001,20220626210000,1,605,49,6.01,,6
00440001,20220626140000,1,783,47.5,7.935,,7.95
00440001,20220626230000,1,359,53.5,4.31,,4.3
00440001,20220626220000,1,530,50.5,5.39,,5.45
00440001,20220627000000,1,241,54,3.335,,3.4
00440001,20220627050000,1,47,51.5,2.07,,2.1
00440001,20220627010000,1,139,55.5,2.355,,2.35
00440001,20220627020000,1,79,56,1.86,,1.9
00440001,20220627210000,1,475,49,6.08,,6.1
00440001,20220627070000,1,364,52.5,4.16,,4.2
00440001,20220627030000,1,46,51.5,1.88,,1.9
00440001,20220627060000,1,121,52,2.46,,2.5
00440001,20220627190000,1,767,44.5,10.265,,10.3
00440001,20220627130000,1,724,48.5,8.04,,8.05
00440001,20220627080000,1,628,52,6.93,,6.95
00440001,20220627140000,1,727,44,11.02,,11.05
00440001,20220627200000,1,751,48,8.355,,8.35
00440001,20220627040000,1,25,58,1.515,,1.55
00440001,20220627180000,1,919,47,9.695,,9.7
00440001,20220627150000,1,660,47.5,8.305,,8.3
00440001,20220627120000,1,701,48,8.065,,8.1
00440001,20220627170000,1,916,45,10.585,,10.6
00440001,20220627220000,1,548,50.5,5.62,,5.65
00440001,20220627100000,1,765,45,10.59,,10.6
00440001,20220627160000,1,717,47,9.44,,9.5
00440001,20220627230000,1,418,50.5,4.825,,4.85
00440001,20220627090000,1,795,37.5,16.885,,16.9
00440001,20220627110000,1,433,48.5,6.865,,6.9
00440001,20220628090000,1,701,36.5,16.86,,16.85
00440001,20220628190000,1,846,41.5,12.13,,12.15
00440001,20220628020000,1,128,51.5,2.28,,2.3
00440001,20220628040000,1,47,52,1.74,,1.8
00440001,20220628050000,1,56,52.5,1.93,,1.95
00440001,20220628010000,1,180,54,2.69,,2.75
00440001,20220628130000,1,768,48.5,9.01,,9
00440001,20220628160000,1,718,47,8.83,,8.85
00440001,20220628210000,1,675,48.5,7.38,,7.4
00440001,20220628120000,1,631,48,7.805,,7.85
00440001,20220628060000,1,90,51,2.655,,2.65
00440001,20220628030000,1,74,52.5,2.03,,2.05
00440001,20220628200000,1,837,47,9.045,,9.1
00440001,20220628100000,1,701,46,12.03,,12.05
00440001,20220628150000,1,808,47,8.94,,8.95
00440001,20220628140000,1,764,46,9.335,,9.35
00440001,20220628220000,1,579,48.5,6.405,,6.4
00440001,20220628170000,1,814,46.5,9.475,,9.5
00440001,20220628230000,1,477,50.5,5.37,,5.4
00440001,20220628000000,1,252,54,3.505,,3.55
00440001,20220628070000,1,357,52.5,4.435,,4.45
00440001,20220628180000,1,886,47,9.96,,10
00440001,20220628110000,1,474,49,7.545,,7.55
00440001,20220628080000,1,562,51.5,6.895,,6.9
00440001,20220629000000,1,349,53,4.055,,4.1
00440001,20220629020000,1,112,52.5,2.145,,2.15
00440001,20220629030000,1,80,53.5,1.825,,1.85
00440001,20220629040000,1,53,51,1.715,,1.75
00440001,20220629010000,1,235,54.5,2.91,,2.95
00440001,20220629050000,1,46,38.5,8.69,,8.7
00440001,20220629220000,1,490,46.5,10.55,,10.55
00440001,20220629210000,1,446,40,16.4,,16.4
