dtct_nmbr,stat_dt,syst_kind_dvsn,tfvl,avrg_sped,avrg_ocpy_rate,avrg_hdwy,avrg_lngt
00200002,20220605130000,1,518,52.5,5.97,,6
00200002,20220605140000,1,541,52.5,6.58,,6.6
00200002,20220605090000,1,248,56.5,3.605,,3.6
00200002,20220605150000,1,506,50.5,5.995,,6.05
00200002,20220605185900,1,415,52.5,4.97,,5
00200002,20220605040000,1,26,54,1.62,,1.65
00200002,20220605100000,1,410,57,5.455,,5.45
00200002,20220605000000,1,183,51.5,3.69,,3.75
00200002,20220605215900,1,338,51.5,4.305,,4.3
00200002,20220605060000,1,24,53.5,1.58,,1.6
00200002,20220605070000,1,70,58.5,1.745,,1.75
00200002,20220605160000,1,549,50.5,6.115,,6.15
00200002,20220605080000,1,130,57,2.645,,2.65
00200002,20220605165900,1,508,50.5,6.2,,6.2
00200002,20220605020000,1,85,55.5,2.055,,2.1
00200002,20220605050000,1,21,55,1.67,,1.7
00200002,20220605110000,1,567,55.5,6.545,,6.55
00200002,20220605030000,1,55,57,1.82,,1.85
00200002,20220605230000,1,153,53.5,3.685,,3.65
00200002,20220605195900,1,362,53.5,4.34,,4.35
00200002,20220605205900,1,363,52,5.095,,5.1
00200002,20220605175900,1,499,49,5.94,,5.95
00200002,20220606030000,1,46,55,1.64,,1.65
00200002,20220606100000,1,356,56.5,4.19,,4.2
00200002,20220606130000,1,436,55,5.32,,5.35
00200002,20220606140000,1,537,53,5.625,,5.65
00200002,20220606090000,1,232,58.5,2.96,,3
00200002,20220606190000,1,579,52,6.415,,6.45
00200002,20220606200000,1,437,52,5.32,,5.3
00200002,20220606070000,1,106,59,2,,2
00200002,20220606170000,1,663,51.5,7.195,,7.2
00200002,20220606080000,1,135,58,2.34,,2.35
00200002,20220606230000,1,207,53,4.155,,4.2
00200002,20220606180000,1,671,51,7.415,,7.4
00200002,20220606060000,1,38,67,1.64,,1.65
00200002,20220606220000,1,297,52.5,4.31,,4.3
00200002,20220606020000,1,53,51.5,1.985,,2
00200002,20220606000000,1,138,57,2.395,,2.4
00200002,20220606110000,1,358,57,4.095,,4.15
00200002,20220606210000,1,393,51,5.055,,5.05
00200002,20220606050000,1,32,59,1.705,,1.7
00200002,20220606120000,1,475,54,5.705,,5.7
00200002,20220606150000,1,567,54,6.245,,6.25
00200002,20220606040000,1,28,56,1.61,,1.65
00200002,20220606160000,1,663,53.5,6.78,,6.8
00200002,20220606010000,1,74,55.5,1.99,,2
00200002,20220608000000,1,185,54,3.055,,3.05
00200002,20220608050000,1,27,61.5,1.53,,1.55
00200002,20220608060000,1,80,62,1.845,,1.9
00200002,20220608220000,1,455,50,5.99,,6
00200002,20220608030000,1,45,54.5,1.765,,1.8
00200002,20220608140000,1,484,55.5,5.22,,5.25
00200002,20220608160000,1,580,54.5,6.305,,6.3
00200002,20220608090000,1,863,53.5,9.89,,9.9
00200002,20220608110000,1,467,54,5.785,,5.8
00200002,20220608120000,1,520,54,6.38,,6.4
00200002,20220608040000,1,29,52,1.525,,1.55
00200002,20220608210000,1,494,52,5.66,,5.65
00200002,20220608200000,1,838,50.5,8.38,,8.4
00200002,20220608230000,1,312,51.5,4.885,,4.9
00200002,20220608020000,1,61,58.5,1.79,,1.85
00200002,20220608130000,1,467,55.5,5.535,,5.55
00200002,20220608100000,1,583,56,6.83,,6.85
00200002,20220608180000,1,834,51,9.23,,9.25
00200002,20220608150000,1,449,56.5,5.2,,5.2
00200002,20220608010000,1,98,55.5,2.365,,2.35
00200002,20220608170000,1,778,53.5,8.22,,8.2
00200002,20220608080000,1,550,57.5,6.7,,6.7
00200002,20220608070000,1,214,61.5,2.61,,2.6
00200002,20220608190000,1,1085,50.5,9.83,,9.85
00200002,20220609000000,1,234,53,3.38,,3.4
00200002,20220609020000,1,61,54,1.75,,1.8
00200002,20220609120000,1,546,56,5.955,,5.95
00200002,20220609060000,1,48,65,1.675,,1.7
00200002,20220609090000,1,890,54,9.52,,9.55
00200002,20220609160000,1,571,53.5,6.48,,6.5
00200002,20220609190000,1,1032,47.5,10.515,,10.5
00200002,20220609010000,1,105,57,2.345,,2.35
00200002,20220609130000,1,476,54.5,5.555,,5.55
00200002,20220609040000,1,28,59.5,1.435,,1.45
00200002,20220609170000,1,702,52.5,7.95,,7.95
00200002,20220609200000,1,641,52.5,7.16,,7.15
00200002,20220609210000,1,424,52,5.48,,5.5
00200002,20220609100000,1,643,55.5,7.35,,7.4
00200002,20220609140000,1,516,53,5.94,,5.95
00200002,20220609180000,1,837,51.5,9.005,,9
00200002,20220609110000,1,474,56.5,5.4,,5.4
00200002,20220609230000,1,394,51.5,5.46,,5.5
00200002,20220609150000,1,517,54,5.83,,5.85
00200002,20220609030000,1,43,64,1.555,,1.55
00200002,20220609070000,1,183,60.5,2.68,,2.7
00200002,20220609220000,1,433,50.5,6.315,,6.35
00200002,20220609080000,1,626,58,6.92,,6.95
00200002,20220609050000,1,31,60,1.735,,1.75
00200002,20220610020000,1,56,54.5,2.07,,2.1
00200002,20220610030000,1,52,54.5,1.8,,1.85
00200002,20220610050000,1,26,62,1.63,,1.65
00200002,20220610090000,1,850,56.5,8.79,,8.8
00200002,20220610070000,1,176,60.5,2.475,,2.45
00200002,20220610225900,1,296,52.5,5.005,,5
00200002,20220610180000,1,964,48.5,11.11,,11.1
00200002,20220610205900,1,501,50.5,6.425,,6.45
00200002,20220610120000,1,540,54.5,6.39,,6.4
00200002,20220610000000,1,249,54,4.52,,4.5
00200002,20220610040000,1,33,62.5,1.47,,1.45
00200002,20220610060000,1,57,61,1.51,,1.5
00200002,20220610130000,1,491,55,5.785,,5.75
00200002,20220610010000,1,97,53,2.345,,2.35
00200002,20220610190000,1,1101,47,10.715,,10.75
00200002,20220610215900,1,442,49.5,7.08,,7.1
00200002,20220610170000,1,797,50,8.61,,8.65
00200002,20220610140000,1,530,55,6.095,,6.15
00200002,20220610080000,1,612,58,6.595,,6.65
00200002,20220610160000,1,658,53.5,7.475,,7.45
00200002,20220610200000,1,663,51.5,7.105,,7.15
00200002,20220610110000,1,543,56,6.4,,6.45
00200002,20220610100000,1,613,57.5,6.85,,6.85
00200002,20220610150000,1,570,54.5,6.02,,6.05
00200002,20220611040000,1,33,60,1.805,,1.8
00200002,20220611050000,1,31,54.5,1.735,,1.75
00200002,20220611080000,1,201,58.5,2.87,,2.9
00200002,20220611160000,1,657,52,7.535,,7.55
00200002,20220611150000,1,681,52.5,7.345,,7.4
00200002,20220611230000,1,285,52.5,4.885,,4.9
00200002,20220611170000,1,651,51,7.82,,7.85
00200002,20220611180000,1,697,50.5,7.37,,7.35
00200002,20220611020000,1,74,57,1.935,,1.95
00200002,20220611060000,1,53,61.5,1.58,,1.6
00200002,20220611100000,1,479,59,5.56,,5.55
00200002,20220611000000,1,140,52.5,3.89,,3.9
00200002,20220611070000,1,126,59.5,2.48,,2.45
00200002,20220611210000,1,395,51.5,4.815,,4.85
00200002,20220611220000,1,391,51,5.865,,5.9
00200002,20220611130000,1,576,54.5,6.68,,6.7
00200002,20220611120000,1,577,55,6.31,,6.3
00200002,20220611140000,1,600,55,6.605,,6.65
00200002,20220611010000,1,126,55.5,2.595,,2.6
00200002,20220611030000,1,44,60,1.555,,1.6
00200002,20220611090000,1,331,60,3.88,,3.9
00200002,20220611190000,1,637,51,6.21,,6.25
00200002,20220611200000,1,475,52.5,5.45,,5.45
00200002,20220611110000,1,558,56.5,6.225,,6.25
00200002,20220612000000,1,176,51.5,3.185,,3.2
00200002,20220612010000,1,87,52,2.165,,2.2
00200002,20220612020000,1,71,54.5,1.93,,2
00200002,20220612030000,1,48,48.5,1.68,,1.7
00200002,20220612100000,1,395,60,4.165,,4.2
00200002,20220612140000,1,547,54.5,5.445,,5.45
00200002,20220612070000,1,101,61,1.765,,1.75
00200002,20220612080000,1,136,61,2.42,,2.45
00200002,20220612160000,1,516,53.5,5.58,,5.6
00200002,20220612190000,1,478,53.5,5.22,,5.25
00200002,20220612210000,1,400,52,4.905,,4.95
00200002,20220612090000,1,245,62,3.095,,3.15
00200002,20220612220000,1,265,50.5,4.34,,4.35
00200002,20220612170000,1,543,52.5,5.615,,5.65
00200002,20220612180000,1,529,52.5,5.82,,5.85
00200002,20220612050000,1,52,57,1.785,,1.8
00200002,20220612120000,1,433,56.5,4.99,,5
00200002,20220612130000,1,418,54,5.16,,5.15
00200002,20220612200000,1,335,55,3.985,,4
00200002,20220612230000,1,205,54.5,3.68,,3.7
00200002,20220612040000,1,36,48.5,2.065,,2.1
00200002,20220612150000,1,466,52,5.575,,5.6
00200002,20220612110000,1,434,56.5,5.085,,5.05
00200002,20220612060000,1,46,57.5,1.69,,1.75
00200002,20220613030000,1,27,53.5,1.975,,2
00200002,20220613140000,1,528,55.5,5.42,,5.4
00200002,20220613230000,1,350,52,5.72,,5.75
00200002,20220613110000,1,481,56,5.035,,5.05
00200002,20220613200000,1,686,52,7.335,,7.35
00200002,20220613210000,1,438,52,5.195,,5.2
00200002,20220613010000,1,81,55,2.05,,2.1
00200002,20220613190000,1,1148,48,11.055,,11.1
00200002,20220613120000,1,551,55.5,5.905,,5.9
00200002,20220613080000,1,722,58,7.665,,7.7
00200002,20220613170000,1,657,53,7.295,,7.35
00200002,20220613130000,1,487,55,5.39,,5.45
00200002,20220613150000,1,488,53.5,5.66,,5.65
00200002,20220613160000,1,559,54.5,5.57,,5.6
00200002,20220613220000,1,465,51,5.81,,5.85
00200002,20220613020000,1,39,56.5,1.67,,1.65
00200002,20220613070000,1,246,61,2.795,,2.85
00200002,20220613050000,1,36,59.5,1.7,,1.7
00200002,20220613040000,1,22,60,1.595,,1.55
00200002,20220613000000,1,125,56,3.17,,3.2
00200002,20220613100000,1,652,56.5,7.3,,7.35
00200002,20220613060000,1,99,59.5,1.93,,1.95
00200002,20220613090000,1,937,56,9.455,,9.45
00200002,20220613180000,1,804,51,8.34,,8.35
00200002,20220614020000,1,52,56.5,1.765,,1.8
00200002,20220614230000,1,308,52,4.76,,4.75
00200002,20220614150000,1,462,51.5,5.63,,5.65
00200002,20220614000000,1,174,54,3.835,,3.85
00200002,20220614010000,1,103,52.5,2.28,,2.3
00200002,20220614110000,1,470,55.5,5.795,,5.8
00200002,20220614080000,1,693,56.5,7.445,,7.45
00200002,20220614170000,1,627,51.5,7.3,,7.35
00200002,20220614140000,1,439,52.5,5.655,,5.65
00200002,20220614030000,1,31,55.5,1.595,,1.6
00200002,20220614070000,1,184,59.5,2.685,,2.65
00200002,20220614120000,1,502,54.5,6.03,,6.05
00200002,20220614050000,1,32,54,1.735,,1.75
00200002,20220614090000,1,1019,54.5,9.855,,9.85
00200002,20220614180000,1,764,52,8.605,,8.6
00200002,20220614210000,1,409,53,5.005,,5
00200002,20220614040000,1,30,57,1.475,,1.45
00200002,20220614220000,1,373,54,5.335,,5.35
00200002,20220614130000,1,527,53.5,6.27,,6.3
00200002,20220614100000,1,678,55.5,7.145,,7.15
00200002,20220614060000,1,93,62.5,1.98,,2
00200002,20220614160000,1,503,53,6.205,,6.25
00200002,20220614190000,1,1051,50,10.175,,10.2
00200002,20220614200000,1,646,53.5,7.045,,7
00200002,20220615060000,1,63,62.5,1.84,,1.9
00200002,20220615090000,1,929,50,10.21,,10.25
00200002,20220615030000,1,30,51.5,2.125,,2.1
00200002,20220615170000,1,693,52.5,6.955,,7
00200002,20220615000000,1,201,54.5,4.495,,4.5
00200002,20220615010000,1,112,52,2.635,,2.65
00200002,20220615200000,1,761,52.5,7.795,,7.8
00200002,20220615225900,1,308,52.5,5.04,,5.1
00200002,20220615020000,1,48,53.5,1.87,,1.9
00200002,20220615050000,1,25,55.5,1.96,,2
00200002,20220615070000,1,178,59.5,2.525,,2.55
00200002,20220615120000,1,499,55,6.015,,6
00200002,20220615130000,1,558,55,6.305,,6.35
00200002,20220615100000,1,701,53,7.2,,7.2
00200002,20220615080000,1,569,55.5,6.64,,6.7
00200002,20220615110000,1,500,53.5,5.61,,5.6
00200002,20220615150000,1,545,53.5,5.565,,5.55
00200002,20220615160000,1,518,53,5.94,,5.9
00200002,20220615140000,1,502,55,6.015,,6
00200002,20220615180000,1,990,49.5,9.78,,9.8
00200002,20220615190000,1,1087,51,9.555,,9.6
00200002,20220615210000,1,521,51.5,5.335,,5.35
00200002,20220615215900,1,413,52,5.885,,5.9
00200002,20220615040000,1,30,52,2.105,,2.15
00200002,20220618030000,1,61,55.5,1.84,,1.85
00200002,20220618230000,1,258,52.5,4.335,,4.35
00200002,20220618130000,1,689,53,7.015,,7.05
00200002,20220618000000,1,211,55,3.31,,3.3
00200002,20220618070000,1,146,59,2.42,,2.45
00200002,20220618040000,1,31,55,1.65,,1.65
00200002,20220618110000,1,622,55,6.045,,6.05
00200002,20220618200000,1,447,53,5.22,,5.2
00200002,20220618210000,1,396,51,4.88,,4.9
00200002,20220618060000,1,64,59.5,1.6,,1.6
00200002,20220618090000,1,352,58,4.11,,4.15
00200002,20220618100000,1,458,56.5,5.46,,5.5
00200002,20220618080000,1,209,58.5,2.62,,2.65
00200002,20220618140000,1,663,52.5,6.91,,6.95
00200002,20220618050000,1,34,58.5,1.685,,1.7
00200002,20220618160000,1,659,52,6.61,,6.65
00200002,20220618170000,1,661,52,7.02,,7.05
00200002,20220618180000,1,657,50,6.915,,6.95
00200002,20220618010000,1,155,56,2.765,,2.8
00200002,20220618020000,1,69,54.5,1.935,,1.95
00200002,20220618190000,1,569,51,5.95,,5.95
00200002,20220618120000,1,729,54.5,6.555,,6.6
00200002,20220618150000,1,599,53,6.71,,6.75
00200002,20220618220000,1,369,50.5,5.895,,5.95
00200002,20220619210000,1,339,52.5,4.66,,4.7
00200002,20220619080000,1,125,58.5,2.06,,2.1
00200002,20220619090000,1,229,59,2.85,,2.9
00200002,20220619140000,1,601,54.5,5.775,,5.8
00200002,20220619220000,1,325,51,5.135,,5.15
00200002,20220619230000,1,228,52.5,3.895,,3.95
00200002,20220619150000,1,579,52.5,5.975,,6
00200002,20220619170000,1,624,53.5,6.195,,6.25
00200002,20220619070000,1,104,59,1.93,,2
00200002,20220619040000,1,22,59.5,1.55,,1.6
00200002,20220619180000,1,604,51.5,6.495,,6.5
00200002,20220619190000,1,460,54,5.21,,5.2
00200002,20220619010000,1,40,55,2.475,,2.5
00200002,20220619110000,1,498,57,5.065,,5.05
00200002,20220619120000,1,510,56.5,4.975,,5
00200002,20220619030000,1,50,56.5,1.89,,1.9
00200002,20220619100000,1,295,58.5,3.925,,3.95
00200002,20220619160000,1,665,53.5,6.345,,6.35
00200002,20220619200000,1,453,56.5,4.935,,4.95
00200002,20220619130000,1,432,54,4.585,,4.6
00200002,20220619000000,1,183,53,3.465,,3.5
00200002,20220619050000,1,35,56.5,1.615,,1.6
00200002,20220619060000,1,39,60.5,1.56,,1.55
00200002,20220620000000,1,155,56.5,3.13,,3.15
00200002,20220620010000,1,63,58,2.13,,2.15
00200002,20220620020000,1,44,54.5,1.98,,2.05
00200002,20220620040000,1,22,57,1.51,,1.55
00200002,20220620090000,1,1054,54.5,8.945,,8.95
00200002,20220620100000,1,748,56.5,7.36,,7.35
00200002,20220620070000,1,226,60,3.21,,3.25
00200002,20220620160000,1,509,55.5,5.825,,5.85
00200002,20220620030000,1,31,57,1.565,,1.55
00200002,20220620180000,1,924,51,8.75,,8.75
00200002,20220620110000,1,408,55,5.73,,5.75
00200002,20220620150000,1,465,55.5,6.055,,6.05
00200002,20220620050000,1,30,56.5,1.5,,1.5
00200002,20220620060000,1,74,62.5,1.635,,1.6
00200002,20220620080000,1,703,57,7.845,,7.85
00200002,20220620120000,1,528,55.5,5.87,,5.85
00200002,20220620170000,1,732,53,7.175,,7.2
00200002,20220620130000,1,402,57,4.61,,4.6
00200002,20220620140000,1,462,56.5,5.225,,5.2
00200002,20220620220000,1,370,51.5,5.405,,5.4
00200002,20220620200000,1,605,54,6.53,,6.5
00200002,20220620230000,1,327,52,5.16,,5.15
00200002,20220620190000,1,954,49,10.005,,10
00200002,20220620210000,1,420,52,5.35,,5.35
00200002,20220621040000,1,34,59.5,1.74,,1.75
00200002,20220621190000,1,996,48.5,9.895,,9.95
00200002,20220621210000,1,432,51.5,5.515,,5.5
00200002,20220621110000,1,453,56.5,5.54,,5.55
00200002,20220621130000,1,558,54.5,6.105,,6.1
00200002,20220621100000,1,716,58,6.91,,6.9
00200002,20220621070000,1,198,60,2.65,,2.65
00200002,20220621200000,1,619,53.5,6.93,,6.95
00200002,20220621220000,1,443,50.5,6.055,,6.1
00200002,20220621230000,1,314,51.5,4.805,,4.85
00200002,20220621080000,1,662,57.5,6.64,,6.7
00200002,20220621180000,1,862,52,8.7,,8.7
00200002,20220621140000,1,478,54,5.645,,5.65
00200002,20220621120000,1,559,56.5,6.49,,6.5
00200002,20220621150000,1,527,54,5.7,,5.7
00200002,20220621160000,1,587,53,5.84,,5.85
00200002,20220621090000,1,1019,56,8.905,,8.9
00200002,20220621060000,1,77,62,1.79,,1.8
00200002,20220621000000,1,175,54,3.055,,3.1
00200002,20220621050000,1,29,57.5,1.865,,1.9
00200002,20220621010000,1,106,56,2.09,,2.1
00200002,20220621030000,1,42,57.5,1.72,,1.75
00200002,20220621170000,1,769,51.5,7.8,,7.85
00200002,20220621020000,1,45,54.5,1.78,,1.8
00200002,20220624130000,1,522,54,5.85,,5.85
00200002,20220624140000,1,497,54,6.46,,6.5
00200002,20220624160000,1,641,53,7.175,,7.2
00200002,20220624050000,1,33,55,2.035,,2.05
00200002,20220624170000,1,914,51,8.335,,8.35
00200002,20220624150000,1,647,53.5,7.16,,7.2
00200002,20220624120000,1,453,54.5,6.055,,6.05
00200002,20220624080000,1,545,59.5,6.345,,6.35
00200002,20220624020000,1,61,54,2.135,,2.1
00200002,20220624030000,1,39,52,1.915,,1.95
00200002,20220624000000,1,194,51,3.88,,3.9
00200002,20220624010000,1,121,55,2.475,,2.5
00200002,20220624040000,1,26,54,1.9,,1.9
00200002,20220624060000,1,59,57,1.73,,1.75
00200002,20220624210000,1,493,51.5,5.62,,5.65
00200002,20220624085900,1,874,56,9.45,,9.45
00200002,20220624095900,1,634,55.5,7.56,,7.6
00200002,20220624105900,1,433,56,5.17,,5.25
00200002,20220624190000,1,1085,48.5,9.89,,9.9
00200002,20220624200000,1,744,50,8.66,,8.7
00200002,20220624220000,1,503,50.5,6.245,,6.25
00200002,20220624180000,1,963,48.5,10.165,,10.15
00200002,20220624070000,1,158,59,2.555,,2.6
00200002,20220624230000,1,454,51,5.72,,5.75
00200002,20220625010000,1,131,56,2.23,,2.25
00200002,20220625000000,1,230,53,3.93,,3.95
00200002,20220625190000,1,573,51.5,6.505,,6.5
00200002,20220625020000,1,70,58,1.925,,1.95
00200002,20220625160000,1,675,52,7.66,,7.65
00200002,20220625050000,1,38,62.5,1.615,,1.65
00200002,20220625110000,1,572,56,6.2,,6.2
00200002,20220625060000,1,61,63,1.63,,1.65
00200002,20220625120000,1,619,54,7.025,,7.05
00200002,20220625200000,1,402,52.5,4.405,,4.45
00200002,20220625150000,1,633,53,6.51,,6.5
00200002,20220625140000,1,565,53,6.74,,6.75
00200002,20220625220000,1,363,51,5,,5
00200002,20220625130000,1,581,55,6.765,,6.8
00200002,20220625170000,1,721,51,7.325,,7.3
00200002,20220625030000,1,38,58.5,1.545,,1.55
00200002,20220625040000,1,47,55.5,1.945,,2
00200002,20220625230000,1,281,52.5,4.1,,4.15
00200002,20220625090000,1,315,57.5,3.875,,3.9
00200002,20220625070000,1,139,59,2.07,,2.1
00200002,20220625080000,1,216,59.5,3.205,,3.2
00200002,20220625100000,1,507,56,6.19,,6.2
00200002,20220625180000,1,627,51.5,6.7,,6.75
00200002,20220625210000,1,465,48.5,5.955,,6
00200002,20220626150000,1,455,55,5.08,,5.1
00200002,20220626110000,1,423,57,4.815,,4.8
00200002,20220626020000,1,72,59,1.77,,1.75
00200002,20220626040000,1,18,54,1.67,,1.7
00200002,20220626170000,1,518,53.5,5.47,,5.5
00200002,20220626180000,1,447,52.5,4.98,,5
00200002,20220626010000,1,73,53,2.15,,2.2
00200002,20220626100000,1,344,57,4.48,,4.5
00200002,20220626130000,1,386,55.5,4.48,,4.5
00200002,20220626070000,1,87,61.5,1.805,,1.85
00200002,20220626160000,1,510,53,5.475,,5.5
00200002,20220626030000,1,48,55.5,1.59,,1.6
00200002,20220626090000,1,217,58.5,3.08,,3.15
00200002,20220626060000,1,39,55,1.9,,1.9
00200002,20220626120000,1,453,55,4.925,,4.95
00200002,20220626190000,1,442,52.5,4.92,,4.95
00200002,20220626200000,1,334,54.5,3.995,,4.05
00200002,20220626210000,1,334,51.5,4.425,,4.4
00200002,20220626080000,1,108,59,2.265,,2.3
00200002,20220626140000,1,451,54,4.93,,4.95
00200002,20220626050000,1,27,59.5,1.71,,1.7
00200002,20220626000000,1,204,53,3.295,,3.3
00200002,20220626230000,1,204,52,3.475,,3.5
00200002,20220626220000,1,263,51,4.45,,4.5
00200002,20220627050000,1,28,56.5,1.62,,1.6
00200002,20220627010000,1,64,56.5,1.965,,2
00200002,20220627020000,1,43,62.5,1.59,,1.6
00200002,20220627210000,1,411,53.5,5.53,,5.55
00200002,20220627070000,1,210,59.5,3,,3.05
00200002,20220627030000,1,30,54.5,1.68,,1.65
00200002,20220627060000,1,91,60.5,2.13,,2.15
00200002,20220627190000,1,1022,49.5,10.035,,10.05
00200002,20220627080000,1,645,56.5,7.82,,7.85
00200002,20220627130000,1,440,53,5.345,,5.35
00200002,20220627140000,1,407,54,5.64,,5.7
00200002,20220627200000,1,621,53,7.035,,7
00200002,20220627040000,1,15,62,1.625,,1.6
00200002,20220627180000,1,836,50,9.615,,9.65
00200002,20220627100000,1,643,56.5,7.04,,7.05
00200002,20220627150000,1,489,53.5,6.195,,6.25
00200002,20220627220000,1,375,52.5,5.415,,5.4
00200002,20220627120000,1,471,54.5,5.375,,5.45
00200002,20220627170000,1,702,52,7.455,,7.45
00200002,20220627160000,1,546,53.5,6.18,,6.2
00200002,20220627230000,1,329,52.5,4.805,,4.8
00200002,20220627090000,1,880,55.5,9.675,,9.7
00200002,20220627110000,1,413,55.5,5.615,,5.65
00200002,20220627000000,1,117,55,2.365,,2.4
00200002,20220628020000,1,64,59,2.185,,2.2
00200002,20220628040000,1,26,54.5,1.63,,1.65
00200002,20220628010000,1,101,55,2.025,,2
00200002,20220628070000,1,186,60,2.715,,2.75
00200002,20220628130000,1,438,56,4.99,,5
00200002,20220628160000,1,646,52,6.71,,6.75
00200002,20220628120000,1,553,56,5.87,,5.9
00200002,20220628060000,1,63,62.5,1.635,,1.65
00200002,20220628200000,1,646,52.5,6.875,,6.85
00200002,20220628030000,1,35,56,1.825,,1.9
00200002,20220628100000,1,600,55.5,7.04,,7.05
00200002,20220628140000,1,491,54,5.67,,5.7
00200002,20220628050000,1,301,52.5,4.31,,4.35
00200002,20220628150000,1,237,60,3.53,,3.55
00200002,20220628220000,1,417,51.5,6.015,,6.05
00200002,20220628170000,1,769,52,7.73,,7.75
00200002,20220628210000,1,449,52.5,6.01,,6.05
00200002,20220628230000,1,299,52,5.125,,5.15
00200002,20220628000000,1,193,54,3.655,,3.7
00200002,20220628180000,1,773,50,9.485,,9.5
00200002,20220628110000,1,457,56.5,5.585,,5.6
00200002,20220628190000,1,1019,48.5,10.18,,10.2
00200002,20220628080000,1,601,56.5,7.195,,7.2
00200002,20220628090000,1,901,53.5,9.965,,10
00200002,20220629000000,1,213,55,3.875,,3.9
00200002,20220629050000,1,29,45.5,1.93,,2
00200002,20220629020000,1,61,53,1.925,,1.95
00200002,20220629030000,1,34,54.5,1.715,,1.75
00200002,20220629040000,1,23,59.5,1.775,,1.8
00200002,20220629010000,1,91,54.5,2.39,,2.45
00200002,20220629210000,1,410,48.5,6.31,,6.35
00200002,20220629160000,1,554,52.5,5.84,,5.85
