dtct_nmbr,stat_dt,syst_kind_dvsn,tfvl,avrg_sped,avrg_ocpy_rate,avrg_hdwy,avrg_lngt
00100001,20220622220000,1,782,43.66666667,9.57,,9.633333333
00100001,20220622080000,1,733,52,6.373333333,,6.4
00100001,20220622120000,1,760,50.33333333,7.756666667,,7.8
00100001,20220622010000,1,186,51.66666667,4.153333333,,4.166666667
00100001,20220622060000,1,216,53.66666667,3.56,,3.6
00100001,20220623200000,1,968,44.66666667,8.49,,8.533333333
00100001,20220623210000,1,744,37.66666667,11.70666667,,11.73333333
00100001,20220623030000,1,75,52.33333333,2.503333333,,2.533333333
00100001,20220623130000,1,923,45,9.906666667,,9.933333333
00100001,20220623140000,1,1114,44,10.81333333,,10.83333333
00100001,20220623090000,1,1095,51.66666667,7.59,,7.6
00100001,20220623120000,1,880,48.33333333,9.15,,9.2
00100001,20220623020000,1,104,52.33333333,2.71,,2.733333333
00100001,20220623220000,1,651,42.33333333,8.57,,8.6
00100001,20220623100000,1,945,50,7.39,,7.4
00100001,20220623160000,1,880,46.66666667,9.093333333,,9.133333333
00100001,20220623110000,1,903,49.33333333,8.05,,8.066666667
00100001,20220623170000,1,1043,45.33333333,9.856666667,,9.9
00100001,20220623080000,1,705,52.33333333,5.963333333,,6
00100001,20220623150000,1,1017,44.33333333,10.15333333,,10.16666667
00100001,20220623230000,1,436,45,6.59,,6.633333333
00100001,20220623180000,1,1380,45.66666667,10.02666667,,10
00100001,20220623010000,1,174,51.33333333,3.843333333,,3.866666667
00100001,20220623050000,1,75,50.66666667,2.42,,2.433333333
00100001,20220623060000,1,238,53.66666667,3.406666667,,3.433333333
00100001,20220623190000,1,1647,41.33333333,12.07666667,,12.1
00100001,20220623000000,1,286,52,5.103333333,,5.1
00100001,20220623070000,1,651,53,6.453333333,,6.466666667
00100001,20220623040000,1,47,53.33333333,2.046666667,,2.066666667
00100001,20220607000000,1,255,49.33333333,4.61,,4.633333333
00100001,20220607010000,1,174,53,3.593333333,,3.633333333
00100001,20220607050000,1,80,49.66666667,2.623333333,,2.633333333
00100001,20220607160000,1,956,46.33333333,10.03,,10.03333333
00100001,20220607100000,1,822,51,7.16,,7.166666667
00100001,20220607130000,1,1012,48,9.01,,9.033333333
00100001,20220607150000,1,1094,45.66666667,9.933333333,,9.933333333
00100001,20220607030000,1,59,52,2.676666667,,2.733333333
