dtct_nmbr,stat_dt,syst_kind_dvsn,tfvl,avrg_sped,avrg_ocpy_rate,avrg_hdwy,avrg_lngt
00280001,20220604150000,1,651,71.5,4.655,,4.7
00280001,20220604010000,1,118,69,1.96,,1.95
00280001,20220604060000,1,78,78,1.495,,1.5
00280001,20220604170000,1,586,72,4.19,,4.2
00280001,20220605010000,1,92,69.5,1.72,,1.7
00280001,20220605120000,1,544,73,3.77,,3.8
00280001,20220605130000,1,548,71.5,4.11,,4.15
00280001,20220605140000,1,639,69.5,4.265,,4.3
00280001,20220605090000,1,162,58,1.57,,1.6
00280001,20220605150000,1,492,69,4.305,,4.3
00280001,20220605040000,1,19,68.5,1.35,,1.4
00280001,20220605185900,1,431,69,4.07,,4.1
00280001,20220605100000,1,650,34.5,3.105,,3.15
00280001,20220605000000,1,163,66,2.145,,2.1
00280001,20220605215900,1,299,63,3.4,,3.4
00280001,20220605060000,1,47,77,1.495,,1.5
00280001,20220605070000,1,105,78.5,1.51,,1.5
00280001,20220605160000,1,574,69.5,4.08,,4.1
00280001,20220605080000,1,174,75,1.835,,1.85
00280001,20220605165900,1,627,69,4.145,,4.15
00280001,20220605020000,1,63,72,1.61,,1.65
00280001,20220605050000,1,25,64,1.54,,1.55
00280001,20220605110000,1,30,68,1.425,,1.45
00280001,20220605030000,1,35,71,1.455,,1.5
00280001,20220605230000,1,128,69.5,2.22,,2.25
00280001,20220605195900,1,364,70.5,3.36,,3.4
00280001,20220605205900,1,321,67,3.305,,3.35
00280001,20220605175900,1,515,67.5,4.115,,4.1
00280001,20220606030000,1,35,70,1.345,,1.35
00280001,20220606100000,1,387,75.5,2.72,,2.75
00280001,20220606130000,1,410,75.5,2.93,,2.95
00280001,20220606090000,1,268,77,2.36,,2.35
00280001,20220606140000,1,487,73,4.12,,4.15
00280001,20220606190000,1,487,70,4.12,,4.15
00280001,20220606070000,1,188,81.5,1.815,,1.85
00280001,20220606170000,1,591,71.5,4.915,,4.95
00280001,20220606200000,1,439,67.5,3.685,,3.7
00280001,20220606080000,1,245,77.5,2.185,,2.2
00280001,20220606230000,1,244,65,2.825,,2.85
00280001,20220606180000,1,632,72.5,5.425,,5.4
00280001,20220606060000,1,62,75.5,1.6,,1.6
00280001,20220606220000,1,308,64,3.43,,3.45
00280001,20220606020000,1,43,69,1.53,,1.55
00280001,20220606000000,1,129,69,1.77,,1.75
00280001,20220606110000,1,391,75.5,2.755,,2.8
00280001,20220606210000,1,304,66.5,3.105,,3.1
00280001,20220606050000,1,27,67,1.655,,1.7
00280001,20220606120000,1,483,71.5,3.275,,3.3
00280001,20220606150000,1,559,70.5,3.85,,3.85
00280001,20220606040000,1,31,70,1.69,,1.7
00280001,20220606160000,1,668,71.5,4.62,,4.6
00280001,20220606010000,1,91,67.5,1.74,,1.75
00280001,20220608000000,1,161,67.5,2.27,,2.3
00280001,20220608050000,1,35,66.5,1.665,,1.65
00280001,20220608060000,1,93,78.5,1.48,,1.5
00280001,20220608220000,1,358,62,3.755,,3.75
00280001,20220608030000,1,38,68,1.485,,1.5
00280001,20220608140000,1,494,73,3.48,,3.5
00280001,20220608160000,1,522,71,3.885,,3.95
00280001,20220608090000,1,767,72.5,5.175,,5.2
00280001,20220608110000,1,524,75,3.32,,3.3
00280001,20220608120000,1,409,73.5,3.17,,3.2
00280001,20220608040000,1,18,64.5,1.49,,1.5
00280001,20220608210000,1,405,63.5,3.7,,3.7
00280001,20220608200000,1,495,72.5,3.88,,3.9
00280001,20220608230000,1,334,64,3.125,,3.2
00280001,20220608020000,1,57,68,1.7,,1.7
00280001,20220608130000,1,415,75,2.935,,2.95
00280001,20220608100000,1,679,73,4.585,,4.6
00280001,20220608150000,1,487,73,3.54,,3.55
00280001,20220608180000,1,672,70,5.605,,5.65
00280001,20220608010000,1,86,72,1.745,,1.75
00280001,20220608170000,1,715,71,5.28,,5.3
00280001,20220608080000,1,967,73,5.52,,5.55
00280001,20220608070000,1,420,79.5,3.15,,3.15
00280001,20220608190000,1,711,68.5,5.415,,5.45
00280001,20220609000000,1,168,68,2.24,,2.25
00280001,20220609020000,1,56,69.5,1.985,,2
00280001,20220609080000,1,847,71.5,5.88,,5.9
00280001,20220609120000,1,464,74,3.4,,3.4
00280001,20220609060000,1,97,74.5,1.595,,1.65
00280001,20220609090000,1,670,73.5,5.02,,5
00280001,20220609160000,1,533,71,3.71,,3.7
00280001,20220609190000,1,645,66.5,5.27,,5.3
00280001,20220609010000,1,129,73,1.725,,1.75
00280001,20220609130000,1,407,74.5,2.875,,2.85
00280001,20220609040000,1,35,66.5,1.535,,1.55
00280001,20220609170000,1,628,69.5,4.485,,4.5
00280001,20220609200000,1,491,71,3.75,,3.75
00280001,20220609210000,1,350,65.5,3.56,,3.6
00280001,20220609100000,1,638,75,4.68,,4.75
00280001,20220609140000,1,453,73,3.23,,3.25
00280001,20220609180000,1,648,68,5.305,,5.3
00280001,20220609110000,1,480,74.5,3.335,,3.35
00280001,20220609230000,1,301,65.5,3.385,,3.4
00280001,20220609150000,1,458,72,3.31,,3.3
00280001,20220609030000,1,34,73.5,1.355,,1.4
00280001,20220609070000,1,333,77,2.94,,2.95
00280001,20220609220000,1,377,63.5,3.685,,3.7
00280001,20220609050000,1,23,71,1.33,,1.35
00280001,20220610020000,1,248,70,2.46,,2.45
00280001,20220610030000,1,42,65.5,1.725,,1.75
00280001,20220610050000,1,35,67.5,1.405,,1.45
00280001,20220610090000,1,410,72.5,3.665,,3.65
00280001,20220610070000,1,533,76,4.075,,4.1
00280001,20220610225900,1,322,70.5,2.88,,2.85
00280001,20220610180000,1,519,66.5,4.445,,4.45
00280001,20220610205900,1,542,66,4.465,,4.45
00280001,20220610120000,1,483,69.5,3.755,,3.75
00280001,20220610000000,1,350,71,3,,3
00280001,20220610040000,1,96,67.5,1.955,,1.95
00280001,20220610060000,1,75,70.5,1.47,,1.45
00280001,20220610130000,1,299,75,2.275,,2.25
00280001,20220610010000,1,252,72.5,2.285,,2.25
00280001,20220610190000,1,449,69,3.77,,3.8
00280001,20220610215900,1,494,65.5,4.11,,4.1
00280001,20220610170000,1,532,68.5,4.02,,4.05
00280001,20220610140000,1,577,73,3.99,,4
00280001,20220610080000,1,694,74,4.89,,4.9
00280001,20220610160000,1,617,71.5,4.59,,4.65
00280001,20220610200000,1,525,73,4.05,,4.05
00280001,20220610110000,1,497,74,3.565,,3.55
00280001,20220610100000,1,549,72,4.06,,4.1
00280001,20220610150000,1,510,73.5,3.975,,4
00280001,20220611040000,1,26,71,1.4,,1.4
00280001,20220611050000,1,39,65,1.685,,1.7
00280001,20220611080000,1,327,74.5,2.97,,3
00280001,20220611120000,1,626,74,4.425,,4.45
00280001,20220611160000,1,592,71.5,4.535,,4.55
00280001,20220611150000,1,608,70.5,4.22,,4.2
00280001,20220611220000,1,384,63,3.525,,3.55
00280001,20220611230000,1,278,64,2.925,,2.95
00280001,20220611170000,1,621,70.5,4.715,,4.75
00280001,20220611180000,1,608,68.5,5.07,,5.1
00280001,20220611020000,1,50,72,1.475,,1.5
00280001,20220611060000,1,75,76.5,1.75,,1.75
00280001,20220611000000,1,167,64.5,2.45,,2.45
00280001,20220611070000,1,209,80.5,2.11,,2.1
00280001,20220611210000,1,353,65,3.55,,3.55
00280001,20220611100000,1,602,74,4.275,,4.3
00280001,20220611130000,1,609,75,4.1,,4.1
00280001,20220611140000,1,537,73.5,3.825,,3.85
00280001,20220611010000,1,102,66,2.04,,2.05
00280001,20220611030000,1,41,73,1.57,,1.6
00280001,20220611090000,1,378,77,3.045,,3.05
00280001,20220611190000,1,533,68.5,4.165,,4.2
00280001,20220611200000,1,430,67.5,3.83,,3.85
00280001,20220611110000,1,621,73.5,4.065,,4.1
00280001,20220612000000,1,172,65,2.14,,2.15
00280001,20220612010000,1,122,67.5,1.89,,1.9
00280001,20220612020000,1,65,72,1.46,,1.5
00280001,20220612100000,1,328,76,2.8,,2.8
00280001,20220612140000,1,571,73.5,3.665,,3.7
00280001,20220612070000,1,147,76.5,1.785,,1.75
00280001,20220612080000,1,182,79,1.955,,1.95
00280001,20220612160000,1,584,71,3.84,,3.85
00280001,20220612190000,1,484,73,3.715,,3.7
00280001,20220612210000,1,333,65,3.365,,3.4
00280001,20220612090000,1,197,78.5,2.185,,2.2
00280001,20220612220000,1,280,63,3.28,,3.3
00280001,20220612170000,1,539,70,3.985,,4
00280001,20220612180000,1,550,70.5,4.34,,4.35
00280001,20220612050000,1,23,66.5,1.705,,1.7
00280001,20220612120000,1,567,75,3.53,,3.55
00280001,20220612130000,1,556,74.5,3.705,,3.75
00280001,20220612200000,1,447,72.5,3.25,,3.25
00280001,20220612230000,1,231,65.5,2.465,,2.45
00280001,20220612040000,1,26,64,1.625,,1.65
00280001,20220612150000,1,550,71.5,3.89,,3.9
00280001,20220612110000,1,506,76,3.4,,3.4
00280001,20220612060000,1,54,77,1.275,,1.3
00280001,20220612030000,1,38,66.5,1.42,,1.45
00280001,20220613030000,1,23,66,1.31,,1.3
00280001,20220613090000,1,668,72,5.26,,5.3
00280001,20220613140000,1,477,73.5,3.165,,3.15
00280001,20220613230000,1,293,65,3.1,,3.1
00280001,20220613110000,1,479,75.5,3.57,,3.6
00280001,20220613200000,1,494,68.5,4.22,,4.25
00280001,20220613210000,1,347,66.5,3.38,,3.4
00280001,20220613010000,1,71,67,1.67,,1.7
00280001,20220613190000,1,651,66.5,5.035,,5.05
00280001,20220613120000,1,406,74.5,2.805,,2.8
00280001,20220613080000,1,866,67.5,6.81,,6.8
00280001,20220613170000,1,620,71.5,5.015,,5.05
00280001,20220613130000,1,418,73.5,2.985,,3
00280001,20220613150000,1,470,73.5,3.195,,3.2
00280001,20220613160000,1,461,71,3.47,,3.45
00280001,20220613220000,1,378,63.5,3.625,,3.6
00280001,20220613020000,1,37,67,1.485,,1.5
00280001,20220613070000,1,397,78.5,3.33,,3.35
00280001,20220613050000,1,38,74,1.54,,1.55
00280001,20220613040000,1,19,71,1.555,,1.55
00280001,20220613000000,1,106,68,1.655,,1.65
00280001,20220613100000,1,654,74,4.775,,4.75
00280001,20220613060000,1,105,77.5,1.76,,1.75
00280001,20220613180000,1,642,68.5,5.645,,5.65
00280001,20220614020000,1,50,69,1.445,,1.45
00280001,20220614200000,1,449,72,3.805,,3.8
00280001,20220614230000,1,301,64,3.065,,3.1
00280001,20220614150000,1,440,69.5,3.405,,3.45
00280001,20220614000000,1,164,67.5,2.115,,2.1
00280001,20220614010000,1,95,72,1.805,,1.8
00280001,20220614110000,1,563,72,3.515,,3.55
00280001,20220614080000,1,781,72,6.155,,6.2
00280001,20220614170000,1,576,68.5,4.07,,4.1
00280001,20220614140000,1,486,69,3.92,,3.9
00280001,20220614030000,1,17,71,1.28,,1.3
00280001,20220614070000,1,373,76,3.135,,3.2
00280001,20220614120000,1,484,71,3.555,,3.6
00280001,20220614050000,1,24,72,1.46,,1.5
00280001,20220614090000,1,725,72.5,5.16,,5.2
00280001,20220614180000,1,643,72,4.51,,4.5
00280001,20220614040000,1,38,69.5,1.485,,1.5
00280001,20220614210000,1,345,67.5,3.35,,3.4
00280001,20220614220000,1,325,65,3.525,,3.5
00280001,20220614130000,1,422,71.5,3.365,,3.35
00280001,20220614060000,1,92,77,1.565,,1.6
00280001,20220614160000,1,511,71.5,3.595,,3.65
00280001,20220614100000,1,682,72.5,4.675,,4.65
00280001,20220614190000,1,715,62.5,5.975,,6
00280001,20220615060000,1,106,67,1.89,,1.9
00280001,20220615030000,1,34,65,1.73,,1.75
00280001,20220615090000,1,732,69,5,,5.05
00280001,20220615170000,1,588,70.5,4.11,,4.15
00280001,20220615000000,1,176,67,2.065,,2.05
00280001,20220615010000,1,103,70,2.17,,2.15
00280001,20220615200000,1,474,73,3.59,,3.6
00280001,20220615225900,1,309,67,3.26,,3.25
00280001,20220615020000,1,60,65,1.685,,1.65
00280001,20220615050000,1,28,64.5,1.585,,1.6
00280001,20220615070000,1,368,76,3.38,,3.35
00280001,20220615120000,1,469,73.5,3.315,,3.35
00280001,20220615130000,1,412,72.5,3.13,,3.15
00280001,20220615100000,1,770,68,5.585,,5.6
00280001,20220615080000,1,847,74,5.54,,5.55
00280001,20220615110000,1,516,74,3.56,,3.6
00280001,20220615150000,1,468,71.5,3.535,,3.55
00280001,20220615140000,1,420,72,3.315,,3.35
00280001,20220615160000,1,513,71.5,4.07,,4.1
00280001,20220615180000,1,634,70,5.19,,5.2
00280001,20220615190000,1,705,70,5.085,,5.1
00280001,20220615210000,1,358,66,3.62,,3.65
00280001,20220615215900,1,366,64.5,3.585,,3.6
00280001,20220615040000,1,30,59,1.65,,1.7
00280001,20220618030000,1,35,75.5,1.395,,1.4
00280001,20220618230000,1,215,65,2.39,,2.4
00280001,20220618130000,1,684,72.5,4.7,,4.75
00280001,20220618000000,1,179,64.5,2.425,,2.4
00280001,20220618070000,1,248,78,2.57,,2.6
00280001,20220618040000,1,33,69.5,1.52,,1.55
00280001,20220618110000,1,666,74.5,4.07,,4.1
00280001,20220618200000,1,388,70.5,3.41,,3.4
00280001,20220618210000,1,301,65.5,2.935,,2.95
00280001,20220618060000,1,91,76.5,1.87,,1.9
00280001,20220618090000,1,429,77,3.77,,3.8
00280001,20220618100000,1,613,73,4.675,,4.7
00280001,20220618080000,1,319,76.5,2.715,,2.7
00280001,20220618140000,1,588,73,4.055,,4.1
00280001,20220618050000,1,30,80,1.3,,1.3
00280001,20220618160000,1,598,72,4.525,,4.55
00280001,20220618170000,1,606,69.5,4.745,,4.75
00280001,20220618180000,1,656,68,6.185,,6.2
00280001,20220618010000,1,110,71.5,1.585,,1.6
00280001,20220618020000,1,69,72,1.5,,1.5
00280001,20220618190000,1,532,67.5,4.6,,4.6
00280001,20220618120000,1,712,73.5,4.585,,4.6
00280001,20220618150000,1,617,72.5,4.27,,4.3
00280001,20220618220000,1,287,61.5,3.165,,3.2
00280001,20220619080000,1,168,79,1.785,,1.8
00280001,20220619210000,1,376,68,3.725,,3.7
00280001,20220619090000,1,295,78,2.32,,2.3
00280001,20220619140000,1,503,74.5,3.515,,3.5
00280001,20220619220000,1,279,62.5,3.105,,3.1
00280001,20220619230000,1,265,68.5,2.585,,2.6
00280001,20220619150000,1,489,74.5,3.415,,3.45
00280001,20220619170000,1,498,73.5,3.425,,3.45
00280001,20220619040000,1,27,72,1.29,,1.3
00280001,20220619180000,1,548,70,4.22,,4.25
00280001,20220619190000,1,477,74,3.655,,3.7
00280001,20220619070000,1,135,75.5,1.715,,1.7
00280001,20220619010000,1,78,70,1.675,,1.7
00280001,20220619110000,1,472,74.5,3.275,,3.3
00280001,20220619120000,1,466,74.5,3.33,,3.35
00280001,20220619020000,1,56,72.5,1.495,,1.55
00280001,20220619030000,1,35,67,1.425,,1.45
00280001,20220619100000,1,347,75,2.87,,2.9
00280001,20220619160000,1,576,73.5,3.69,,3.7
00280001,20220619200000,1,429,74,3.135,,3.15
00280001,20220619130000,1,483,74,3.395,,3.4
00280001,20220619000000,1,158,69,2.065,,2.1
00280001,20220619050000,1,29,70,1.455,,1.45
00280001,20220619060000,1,47,76.5,1.175,,1.2
00280001,20220620000000,1,147,67,1.92,,1.95
00280001,20220620010000,1,86,69.5,1.825,,1.85
00280001,20220620020000,1,45,74.5,1.515,,1.55
00280001,20220620040000,1,13,70.5,1.43,,1.45
00280001,20220620090000,1,674,68,5.41,,5.45
00280001,20220620100000,1,590,75,4.465,,4.45
00280001,20220620070000,1,380,79.5,3.15,,3.2
00280001,20220620160000,1,481,69.5,3.52,,3.55
00280001,20220620030000,1,33,73,1.195,,1.25
00280001,20220620180000,1,649,66.5,5.415,,5.45
00280001,20220620110000,1,485,74.5,3.3,,3.3
00280001,20220620150000,1,471,71.5,3.43,,3.45
00280001,20220620050000,1,34,66.5,1.465,,1.45
00280001,20220620060000,1,134,76.5,1.595,,1.6
00280001,20220620080000,1,857,74,5.715,,5.7
00280001,20220620120000,1,505,76.5,3.29,,3.3
00280001,20220620170000,1,639,68.5,4.825,,4.8
00280001,20220620130000,1,386,74.5,2.955,,3
00280001,20220620140000,1,435,75.5,3.195,,3.2
00280001,20220620220000,1,408,63.5,3.73,,3.75
00280001,20220620200000,1,486,71.5,3.705,,3.7
00280001,20220620230000,1,275,65,2.955,,2.95
00280001,20220620190000,1,694,63,5.625,,5.65
00280001,20220620210000,1,356,66.5,3.625,,3.6
00280001,20220621040000,1,22,62.5,1.585,,1.55
00280001,20220621190000,1,730,65.5,5.82,,5.8
00280001,20220621210000,1,347,66,3.38,,3.4
00280001,20220621110000,1,585,75.5,3.485,,3.5
00280001,20220621130000,1,416,74.5,2.995,,3
00280001,20220621100000,1,713,73.5,4.71,,4.7
00280001,20220621070000,1,389,79.5,3.265,,3.3
00280001,20220621200000,1,430,72,3.64,,3.65
00280001,20220621220000,1,383,62.5,4.145,,4.15
00280001,20220621230000,1,306,63.5,3.12,,3.15
00280001,20220621080000,1,830,74.5,5.915,,5.95
00280001,20220621180000,1,651,68.5,5.405,,5.4
00280001,20220621140000,1,477,74.5,3.53,,3.5
00280001,20220621120000,1,565,74.5,3.36,,3.4
00280001,20220621150000,1,439,72.5,3.345,,3.35
00280001,20220621160000,1,507,70.5,4.03,,4.05
00280001,20220621090000,1,671,73.5,5.425,,5.45
00280001,20220621060000,1,113,76.5,1.815,,1.8
00280001,20220621000000,1,179,68.5,2.11,,2.1
00280001,20220621050000,1,33,70,1.485,,1.5
00280001,20220621010000,1,96,70.5,1.65,,1.65
00280001,20220621030000,1,30,68,1.435,,1.45
00280001,20220621170000,1,633,70,4.915,,4.95
00280001,20220621020000,1,58,71.5,1.47,,1.45
00280001,20220624130000,1,500,75,3.42,,3.4
00280001,20220624140000,1,455,73.5,3.385,,3.4
00280001,20220624160000,1,504,73.5,3.86,,3.85
00280001,20220624170000,1,701,71.5,4.985,,5
00280001,20220624150000,1,531,72,3.96,,3.95
00280001,20220624050000,1,25,62,1.815,,1.85
00280001,20220624120000,1,385,73,3.595,,3.6
00280001,20220624010000,1,90,64,1.925,,1.9
00280001,20220624080000,1,750,72,5.675,,5.7
00280001,20220624020000,1,67,66,1.98,,2
00280001,20220624030000,1,37,66,1.705,,1.7
00280001,20220624000000,1,151,65,2.285,,2.3
00280001,20220624040000,1,24,54,1.87,,1.9
00280001,20220624060000,1,108,72,1.63,,1.65
00280001,20220624210000,1,455,65.5,4.025,,4.05
00280001,20220624085900,1,713,75.5,5.25,,5.25
00280001,20220624095900,1,608,72,4.805,,4.85
00280001,20220624105900,1,518,73.5,3.7,,3.75
00280001,20220624190000,1,673,71,5.19,,5.2
00280001,20220624220000,1,341,64,3.645,,3.65
00280001,20220624180000,1,787,69,6.22,,6.2
00280001,20220624200000,1,590,71,4.21,,4.25
00280001,20220624070000,1,354,79,3.17,,3.2
00280001,20220624230000,1,306,65,3.265,,3.3
00280001,20220625010000,1,106,68.5,1.735,,1.7
00280001,20220625000000,1,208,67,2.135,,2.2
00280001,20220625190000,1,487,69.5,4.475,,4.5
00280001,20220625020000,1,64,74.5,1.56,,1.55
00280001,20220625160000,1,612,72,4.56,,4.6
00280001,20220625050000,1,45,69.5,1.765,,1.75
00280001,20220625110000,1,611,74.5,3.965,,3.95
00280001,20220625060000,1,78,79.5,1.425,,1.45
00280001,20220625120000,1,656,74.5,4.025,,4.05
00280001,20220625200000,1,360,72.5,3.065,,3.1
00280001,20220625150000,1,538,71,4.085,,4.1
00280001,20220625140000,1,582,74.5,3.86,,3.9
00280001,20220625220000,1,323,61.5,3.61,,3.6
00280001,20220625130000,1,590,74.5,4.02,,4.05
00280001,20220625170000,1,539,70.5,4.675,,4.7
00280001,20220625030000,1,44,71.5,1.665,,1.65
00280001,20220625040000,1,35,71.5,1.475,,1.5
00280001,20220625230000,1,226,64,2.645,,2.65
00280001,20220625090000,1,387,76,3.17,,3.2
00280001,20220625070000,1,229,76.5,2.25,,2.3
00280001,20220625080000,1,319,77,2.91,,2.9
00280001,20220625100000,1,593,73.5,4.205,,4.2
00280001,20220625180000,1,588,70,5.615,,5.6
00280001,20220625210000,1,377,64.5,3.52,,3.55
00280001,20220626150000,1,561,72.5,3.845,,3.85
00280001,20220626110000,1,462,74,3.255,,3.3
00280001,20220626020000,1,77,68,1.68,,1.7
00280001,20220626040000,1,21,56.5,1.385,,1.4
00280001,20220626170000,1,465,72,3.79,,3.75
00280001,20220626180000,1,486,71,4.495,,4.55
00280001,20220626010000,1,83,71,1.685,,1.7
00280001,20220626100000,1,375,74.5,2.97,,2.95
00280001,20220626130000,1,440,73.5,3.63,,3.65
00280001,20220626070000,1,122,77,1.56,,1.55
00280001,20220626160000,1,527,73.5,3.71,,3.7
00280001,20220626030000,1,39,69,1.45,,1.45
00280001,20220626090000,1,209,75,2.09,,2.1
00280001,20220626060000,1,40,78,1.215,,1.25
00280001,20220626120000,1,489,75,3.435,,3.45
00280001,20220626190000,1,379,70,4.03,,4.05
00280001,20220626200000,1,343,70.5,3.12,,3.15
00280001,20220626080000,1,179,78,1.87,,1.85
00280001,20220626140000,1,473,73,3.32,,3.35
00280001,20220626050000,1,30,62,1.75,,1.8
00280001,20220626000000,1,139,67,2.13,,2.1
00280001,20220626210000,1,326,66.5,3.05,,3.1
00280001,20220626230000,1,201,66,2.56,,2.55
00280001,20220626220000,1,258,62.5,3.06,,3.1
00280001,20220627050000,1,36,68,1.55,,1.55
00280001,20220627010000,1,71,69,1.48,,1.5
00280001,20220627020000,1,36,73.5,1.565,,1.6
00280001,20220627210000,1,422,67.5,3.865,,3.9
00280001,20220627070000,1,428,78,3.075,,3.1
00280001,20220627030000,1,32,62,1.62,,1.65
00280001,20220627060000,1,139,75,1.6,,1.6
00280001,20220627190000,1,732,70,4.815,,4.8
00280001,20220627080000,1,836,71.5,6.025,,6
00280001,20220627130000,1,442,70,3.62,,3.65
00280001,20220627140000,1,542,72.5,3.355,,3.35
00280001,20220627200000,1,461,73,3.525,,3.55
00280001,20220627040000,1,11,61,1.58,,1.6
00280001,20220627180000,1,677,72.5,4.225,,4.25
00280001,20220627100000,1,707,73.5,4.595,,4.65
00280001,20220627150000,1,470,70,3.62,,3.65
00280001,20220627220000,1,354,63,3.55,,3.6
00280001,20220627120000,1,457,73.5,3.345,,3.35
00280001,20220627170000,1,676,71,4.325,,4.3
00280001,20220627160000,1,456,71.5,3.515,,3.5
00280001,20220627230000,1,322,64,3.06,,3.05
00280001,20220627090000,1,783,65,5.785,,5.8
00280001,20220627110000,1,455,73.5,3.335,,3.35
00280001,20220627000000,1,111,69,1.85,,1.85
00280001,20220628020000,1,47,68.5,1.57,,1.6
00280001,20220628040000,1,25,73.5,1.515,,1.5
00280001,20220628010000,1,94,70.5,1.8,,1.85
00280001,20220628070000,1,378,76.5,3.32,,3.35
00280001,20220628130000,1,477,73,3.275,,3.3
00280001,20220628160000,1,615,71,3.975,,4
00280001,20220628210000,1,337,63.5,3.515,,3.55
00280001,20220628120000,1,478,71.5,3.43,,3.45
00280001,20220628060000,1,97,76,1.625,,1.6
00280001,20220628200000,1,511,72,3.735,,3.75
00280001,20220628030000,1,36,62.5,1.615,,1.65
00280001,20220628100000,1,622,74.5,4.59,,4.6
00280001,20220628140000,1,542,71.5,3.53,,3.55
00280001,20220628050000,1,22,60.5,1.545,,1.55
00280001,20220628150000,1,562,70,3.7,,3.75
00280001,20220628220000,1,373,63,3.705,,3.65
00280001,20220628170000,1,682,70,4.735,,4.75
00280001,20220628230000,1,281,64.5,2.8,,2.8
00280001,20220628000000,1,150,66.5,2.16,,2.2
00280001,20220628180000,1,671,68.5,4.685,,4.7
00280001,20220628110000,1,469,75,3.455,,3.45
00280001,20220628190000,1,648,72,4.575,,4.6
00280001,20220628080000,1,782,74,5.685,,5.7
00280001,20220628090000,1,730,73.5,5.07,,5.1
00280001,20220629000000,1,184,69,2.095,,2.1
00280001,20220629020000,1,58,68.5,1.645,,1.65
00280001,20220629030000,1,42,65.5,1.685,,1.7
00280001,20220629040000,1,21,71.5,1.41,,1.45
00280001,20220629010000,1,119,69,1.725,,1.75
00280001,20220629050000,1,46,60.5,2.425,,2.45
00280001,20220629210000,1,355,56.5,5.045,,5.05
