21510111,21510111,14978.4
21510111,21510120,2071.13
21510111,21510130,3134.05
21510111,21510330,150.719
21510111,26510110,350.802
21510111,26510130,278.397
21510111,26510310,750.461
21510111,other_taz,0.565
21510111,other_taz,7.049
21510111,other_taz,13.279
21510111,other_taz,2.866
21510111,other_taz,1.682
21510111,other_taz,10.978
21510111,other_taz,18.029
21510111,other_taz,16.308
21510111,other_taz,24.23
21510111,other_taz,7.233
21510111,other_taz,5.959
21510111,other_taz,6.141
21510111,other_taz,4.691
21510111,other_taz,2.07
21510111,other_taz,2.453
21510111,other_taz,1.666
21510111,other_taz,0.887
21510111,other_taz,1.674
21510111,other_taz,3.316
21510111,other_taz,4.264
21510111,other_taz,1.698
21510111,other_taz,13.657
21510111,other_taz,0.525
21510111,other_taz,1.57
21510111,other_taz,1.918
21510111,other_taz,0.765
21510111,other_taz,0.207
21510111,other_taz,2.048
21510111,other_taz,2.042
21510111,other_taz,3.94
21510111,other_taz,5.628
21510111,other_taz,17.416
21510111,other_taz,37.178
21510111,other_taz,23.716
21510111,other_taz,6.107
21510111,other_taz,17.985
21510111,other_taz,13.822
21510111,other_taz,30.264
21510111,other_taz,32.153
21510111,other_taz,2.408
21510111,other_taz,6.302
21510111,other_taz,8.067
21510111,other_taz,45.555
21510111,other_taz,37.326
21510111,other_taz,204.247
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.004
21510111,other_taz,0
21510111,other_taz,0.004
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.001
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.002
21510111,other_taz,0.001
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.001
21510111,other_taz,0.003
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.002
21510111,other_taz,0.002
21510111,other_taz,0.032
21510111,other_taz,2.55
21510111,other_taz,110.188
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0
21510111,other_taz,0.022
21510111,other_taz,0.024
21510111,other_taz,0.041
21510111,other_taz,0.048
21510111,other_taz,0.048
21510111,other_taz,0.076
