time,o_taz,d_taz,total
19,26510130,26510310,416.566
19,26510310,21510111,267.229
19,26510310,21510120,281.716
19,26510310,21510130,509.465
19,26510310,21510330,173.026
19,26510310,26510110,464.011
19,26510310,26510130,334.448
19,26510310,26510310,766.943
20,21510111,21510111,1073.56
20,21510111,21510120,294.855
20,21510111,21510130,685.705
20,21510111,21510330,266.421
20,21510111,26510110,468.338
20,21510111,26510130,304.608
20,21510111,26510310,299.614
20,21510120,21510111,294.444
20,21510120,21510120,996.011
20,21510120,21510130,582.72
20,21510120,21510330,206.264
20,21510120,26510110,413.467
20,21510120,26510130,272.531
20,21510120,26510310,338.975
20,21510130,21510111,381.743
20,21510130,21510120,526.322
20,21510130,21510130,3289.35
20,21510130,21510330,473.801
20,21510130,26510110,655.45
20,21510130,26510130,455.002
20,21510130,26510310,484.258
20,21510330,21510111,202.915
20,21510330,21510120,83.0107
20,21510330,21510130,510.695
20,21510330,21510330,613.856
20,21510330,26510110,351.488
20,21510330,26510130,191.87
20,21510330,26510310,159.5
20,26510110,21510111,204.795
20,26510110,21510120,222.361
20,26510110,21510130,543.535
20,26510110,21510330,275.762
20,26510110,26510110,1718.37
20,26510110,26510130,572.498
20,26510110,26510310,332.337
20,26510130,21510111,215.017
20,26510130,21510120,228
20,26510130,21510130,484.141
20,26510130,21510330,213.49
20,26510130,26510110,816.184
20,26510130,26510130,1021.98
20,26510130,26510310,356.423
20,26510310,21510111,228.647
20,26510310,21510120,241.042
20,26510310,21510130,435.909
20,26510310,21510330,148.045
20,26510310,26510110,397.018
20,26510310,26510130,286.161
20,26510310,26510310,656.213
21,21510111,21510111,763.888
21,21510111,21510120,209.804
21,21510111,21510130,487.912
21,21510111,21510330,189.572
21,21510111,26510110,333.245
21,21510111,26510130,216.743
21,21510111,26510310,213.19
21,21510120,21510111,209.511
21,21510120,21510120,708.71
21,21510120,21510130,414.633
21,21510120,21510330,146.767
21,21510120,26510110,294.202
21,21510120,26510130,193.919
21,21510120,26510310,241.197
21,21510130,21510111,271.629
21,21510130,21510120,374.503
21,21510130,21510130,2340.53
21,21510130,21510330,337.132
21,21510130,26510110,466.384
21,21510130,26510130,323.756
21,21510130,26510310,344.573
21,21510330,21510111,144.384
21,21510330,21510120,59.0661
21,21510330,21510130,363.384
21,21510330,21510330,436.788
21,21510330,26510110,250.101
21,21510330,26510130,136.525
21,21510330,26510310,113.492
21,26510110,21510111,145.721
21,26510110,21510120,158.22
21,26510110,21510130,386.751
21,26510110,21510330,196.218
21,26510110,26510110,1222.71
21,26510110,26510130,407.36
21,26510110,26510310,236.473
21,26510130,21510111,152.995
21,26510130,21510120,162.233
21,26510130,21510130,344.49
21,26510130,21510330,151.908
21,26510130,26510110,580.754
21,26510130,26510130,727.186
21,26510130,26510310,253.612
21,26510310,21510111,162.693
21,26510310,21510120,171.513
21,26510310,21510130,310.17
21,26510310,21510330,105.341
21,26510310,26510110,282.497
21,26510310,26510130,203.617
21,26510310,26510310,466.927
22,21510111,21510111,770.301
22,21510111,21510120,211.565
22,21510111,21510130,492.008
22,21510111,21510330,191.163
22,21510111,26510110,336.042
22,21510111,26510130,218.562
22,21510111,26510310,214.979
22,21510120,21510111,211.27
22,21510120,21510120,714.659
22,21510120,21510130,418.114
22,21510120,21510330,147.999
22,21510120,26510110,296.672
22,21510120,26510130,195.547
22,21510120,26510310,243.222
22,21510130,21510111,273.909
22,21510130,21510120,377.647
22,21510130,21510130,2360.18
22,21510130,21510330,339.962
22,21510130,26510110,470.299
22,21510130,26510130,326.474
22,21510130,26510310,347.466
22,21510330,21510111,145.596
22,21510330,21510120,59.5619
22,21510330,21510130,366.434
22,21510330,21510330,440.455
22,21510330,26510110,252.2
22,21510330,26510130,137.671
22,21510330,26510310,114.445
22,26510110,21510111,146.945
22,26510110,21510120,159.548
22,26510110,21510130,389.998
22,26510110,21510330,197.865
22,26510110,26510110,1232.97
22,26510110,26510130,410.779
22,26510110,26510310,238.459
22,26510130,21510111,154.279
22,26510130,21510120,163.595
22,26510130,21510130,347.381
22,26510130,21510330,153.183
22,26510130,26510110,585.629
22,26510130,26510130,733.29
22,26510130,26510310,255.741
22,26510310,21510111,164.059
22,26510310,21510120,172.953
22,26510310,21510130,312.774
22,26510310,21510330,106.225
22,26510310,26510110,284.869
22,26510310,26510130,205.326
22,26510310,26510310,470.847
23,21510111,21510111,592.888
23,21510111,21510120,162.838
23,21510111,21510130,378.691
23,21510111,21510330,147.135
23,21510111,26510110,258.646
23,21510111,26510130,168.224
23,21510111,26510310,165.466
23,21510120,21510111,162.611
23,21510120,21510120,550.062
23,21510120,21510130,321.816
23,21510120,21510330,113.912
23,21510120,26510110,228.343
23,21510120,26510130,150.509
23,21510120,26510310,187.204
23,21510130,21510111,210.823
23,21510130,21510120,290.669
23,21510130,21510130,1816.59
23,21510130,21510330,261.664
23,21510130,26510110,361.982
23,21510130,26510130,251.282
23,21510130,26510310,267.439
23,21510330,21510111,112.063
23,21510330,21510120,45.8439
23,21510330,21510130,282.039
23,21510330,21510330,339.011
23,21510330,26510110,194.115
23,21510330,26510130,105.963
23,21510330,26510310,88.0865
23,26510110,21510111,113.101
23,26510110,21510120,122.802
23,26510110,21510130,300.175
23,26510110,21510330,152.294
23,26510110,26510110,948.998
23,26510110,26510130,316.17
23,26510110,26510310,183.538
23,26510130,21510111,118.746
23,26510130,21510120,125.917
23,26510130,21510130,267.374
23,26510130,21510330,117.903
23,26510130,26510110,450.75
23,26510130,26510130,564.402
23,26510130,26510310,196.84
23,26510310,21510111,126.273
23,26510310,21510120,133.119
23,26510310,21510130,240.737
23,26510310,21510330,81.7598
23,26510310,26510110,219.259
23,26510310,26510130,158.037
23,26510310,26510310,362.404
